"Name","URL","Path"
"23-24_-_M2_-_Compre_2.pdf","https://drive.google.com/file/d/1_nAnWifiqwStdy-JqKlnVKE-wzm4bRKg/view?usp=drivesdk","studywise_drive/Mathematics 2 MATH F112/Compre PYQs and Solutions/23-24_-_M2_-_Compre_2.pdf"
"17-18_-_M2_-_Compre_2_Solutions.pdf","https://drive.google.com/file/d/1PC1a_msZpTLGY473xS3kJayWGLKK8jV4/view?usp=drivesdk","studywise_drive/Mathematics 2 MATH F112/Compre PYQs and Solutions/17-18_-_M2_-_Compre_2_Solutions.pdf"
"22-23_-_M2_-_Compre_2.pdf","https://drive.google.com/file/d/1nz1V_0EdMAT628HFm4DrdrzLabnWsiKm/view?usp=drivesdk","studywise_drive/Mathematics 2 MATH F112/Compre PYQs and Solutions/22-23_-_M2_-_Compre_2.pdf"
"21-22_-_M2_-_Compre_2_NAC.pdf","https://drive.google.com/file/d/1rV6Q-kTfGOgyRb-1bN_ZRgqMHqfmU_i0/view?usp=drivesdk","studywise_drive/Mathematics 2 MATH F112/Compre PYQs and Solutions/21-22_-_M2_-_Compre_2_NAC.pdf"
"17-18_-_M2_-_Compre_2.pdf","https://drive.google.com/file/d/1uY_QmVreYd2IZ5tZ3rTBA0u3OWSwIuzA/view?usp=drivesdk","studywise_drive/Mathematics 2 MATH F112/Compre PYQs and Solutions/17-18_-_M2_-_Compre_2.pdf"
"20-21_-_M2_-_Compre_2.pdf","https://drive.google.com/file/d/1iq37vQoSg75yWoB_AiQzBXhH6S5E4DG8/view?usp=drivesdk","studywise_drive/Mathematics 2 MATH F112/Compre PYQs and Solutions/20-21_-_M2_-_Compre_2.pdf"
"16-17_-_M2_-_Compre_2.pdf","https://drive.google.com/file/d/1qtqXOZ_HZN8LIpo_cN-56TOm09e7S47G/view?usp=drivesdk","studywise_drive/Mathematics 2 MATH F112/Compre PYQs and Solutions/16-17_-_M2_-_Compre_2.pdf"
"15-16_-_M2_-_Compre_2_Set_Y.pdf","https://drive.google.com/file/d/1Qi5o_FvElrwFCaS7VJx93OpriB4jGvkQ/view?usp=drivesdk","studywise_drive/Mathematics 2 MATH F112/Compre PYQs and Solutions/15-16_-_M2_-_Compre_2_Set_Y.pdf"
"15-16_-_M2_-_Compre_2_Set_Y_Solutions.pdf","https://drive.google.com/file/d/1X82BHNAjQicStpGNgj10_IZpwRwd5vPG/view?usp=drivesdk","studywise_drive/Mathematics 2 MATH F112/Compre PYQs and Solutions/15-16_-_M2_-_Compre_2_Set_Y_Solutions.pdf"
"14-15_-_M2_-_Compre_2.pdf","https://drive.google.com/file/d/1dobG0YRzdqQE4SOY_G3hxPEKcrEOybbp/view?usp=drivesdk","studywise_drive/Mathematics 2 MATH F112/Compre PYQs and Solutions/14-15_-_M2_-_Compre_2.pdf"
"15-16_-_M2_-_Compre_2_Set_X.pdf","https://drive.google.com/file/d/1OJLf-9X_dbeqg3-tV8S2bfcI1G9wI6jW/view?usp=drivesdk","studywise_drive/Mathematics 2 MATH F112/Compre PYQs and Solutions/15-16_-_M2_-_Compre_2_Set_X.pdf"
"15-16_-_M2_-_Compre_2_Set_X_Solutions.pdf","https://drive.google.com/file/d/1DFejVlkoU2Dz1CGpuyrhVnWx0FJiGCfm/view?usp=drivesdk","studywise_drive/Mathematics 2 MATH F112/Compre PYQs and Solutions/15-16_-_M2_-_Compre_2_Set_X_Solutions.pdf"
"13-14_-_M2_-_Compre_2.pdf","https://drive.google.com/file/d/1jNGrK64bCHmvtwzBae_mbntOextx6dwe/view?usp=drivesdk","studywise_drive/Mathematics 2 MATH F112/Compre PYQs and Solutions/13-14_-_M2_-_Compre_2.pdf"
"11-12_-_M2_-_Compre_2.pdf","https://drive.google.com/file/d/1Oh_iXkBkH3oVgu_qDjLYVA1lLe3gqajU/view?usp=drivesdk","studywise_drive/Mathematics 2 MATH F112/Compre PYQs and Solutions/11-12_-_M2_-_Compre_2.pdf"
"24-25_-_M2_-_Mid-Semester_2_Solutions.pdf","https://drive.google.com/file/d/1t5DJLd2VpqFnLn9yxlk1yKzcY82POYDB/view?usp=drivesdk","studywise_drive/Mathematics 2 MATH F112/Midsem PYQs and Solutions/24-25_-_M2_-_Mid-Semester_2_Solutions.pdf"
"23-24_-_M2_-_Mid-Semester_2_Makeup_Solutions.pdf","https://drive.google.com/file/d/1eA49jgYN5-viPWnVi8Ebt_5xWQSyBeyn/view?usp=drivesdk","studywise_drive/Mathematics 2 MATH F112/Midsem PYQs and Solutions/23-24_-_M2_-_Mid-Semester_2_Makeup_Solutions.pdf"
"23-24_-_M2_-_Mid-Semester_2_Solutions.pdf","https://drive.google.com/file/d/1YVBRzjOGvgOJgujeePMqMZ8zxy1vaf4S/view?usp=drivesdk","studywise_drive/Mathematics 2 MATH F112/Midsem PYQs and Solutions/23-24_-_M2_-_Mid-Semester_2_Solutions.pdf"
"24-25_-_M2_-_Mid-Semester_2.pdf","https://drive.google.com/file/d/1qg-FkYdY0tn2GH2haXpSEbS6FdtlCP64/view?usp=drivesdk","studywise_drive/Mathematics 2 MATH F112/Midsem PYQs and Solutions/24-25_-_M2_-_Mid-Semester_2.pdf"
